XinV,YinV,RinV,outputphase
2.64646e-005,0.000279428,0.000280859,84.588
1.62126e-005,0.000274422,0.000275137,86.598
7.62945e-006,0.000276329,0.000276567,88.38
1.74047e-005,0.000281097,0.000281813,86.442
9.77522e-006,0.000282289,0.000282528,88.008
1.6451e-005,0.000289919,0.000290634,86.742
1.35899e-005,0.00028968,0.000289919,87.336
2.45572e-005,0.000280382,0.000281336,84.972
0,0.000254871,0.000254871,89.964
1.97889e-005,0.000276806,0.000277521,85.908
2.33651e-005,0.000280144,0.000281097,85.206
1.97889e-005,0.000277283,0.00027776,85.908
1.04905e-005,0.000278236,0.000278475,87.804
1.16826e-005,0.000281813,0.000282051,87.6
1.23978e-005,0.000274422,0.000274898,87.396
1.54973e-005,0.000284435,0.000284912,86.85
1.74047e-005,0.000281813,0.000282289,86.448
2.24115e-005,0.000287535,0.00028825,85.53
2.14578e-005,0.000286104,0.000286819,85.704
1.81199e-005,0.000275137,0.000275852,86.226
1.85968e-005,0.000281813,0.000282289,86.208
1.83583e-005,0.00027776,0.000278475,86.19
1.35899e-005,0.000276091,0.000276329,87.168
8.58313e-006,0.000280621,0.000280621,88.23
1.57357e-005,0.000283482,0.000283958,86.808
2.05041e-005,0.000287296,0.000287773,85.884
1.97889e-005,0.000286819,0.000287535,86.046
2.40804e-005,0.000289204,0.000290157,85.224
2.64646e-005,0.000281097,0.000282528,84.582
2.33651e-005,0.000281097,0.000282289,85.224
1.31131e-005,0.000272276,0.000272514,87.198
1.85968e-005,0.000274183,0.000274898,86.106
1.33515e-005,0.000279667,0.000280144,87.24
4.0293e-005,0.000295641,0.000298264,82.23
1.12057e-005,0.000284435,0.000284674,87.72
1.40668e-005,0.000287058,0.000287296,87.174
1.90736e-005,0.000287773,0.000288488,86.19
2.2173e-005,0.000286819,0.000287773,85.548
2.26499e-005,0.000282766,0.00028372,85.386
2.14578e-005,0.00027776,0.000278713,85.578
2.02657e-005,0.000276806,0.00027776,85.77
1.45436e-005,0.000280144,0.000280382,87.006
1.54973e-005,0.000279905,0.000280382,86.796
8.82155e-006,0.000278475,0.000278713,88.152
1.21594e-005,0.000287773,0.00028825,87.546
1.57357e-005,0.000290157,0.000290634,86.88
1.59742e-005,0.000290873,0.000291349,86.82
2.3842e-005,0.000287773,0.000288727,85.236
2.52725e-005,0.000286581,0.000287773,84.918
2.45572e-005,0.000280144,0.000281097,84.966
1.74047e-005,0.000278952,0.000279428,86.412
1.59742e-005,0.000278475,0.000278952,86.712
1.69278e-005,0.000277283,0.00027776,86.46
1.69278e-005,0.000278952,0.000279428,86.442
1.21594e-005,0.000289919,0.000290396,87.564
1.76431e-005,0.000283958,0.000284435,86.412
1.97889e-005,0.000288965,0.000289442,86.076
2.19346e-005,0.000287296,0.000288012,85.59
1.07289e-005,0.00027323,0.000273468,87.732
2.45572e-005,0.00027776,0.000278952,84.924
1.78815e-005,0.00027776,0.000278475,86.298
1.97889e-005,0.000279667,0.000280382,85.914
1.38283e-005,0.000276806,0.000277283,87.138
